"","X","Name","Date","Network","Text"
"1413",1413,"Tucker Carlson Tonight","March 2, 2022","",""
"1423",1423,"Tucker Carlson Tonight","June 1, 2022","","dying from not guns. how does that make sense? well, it only makes sense if t your goal is to keep the population weak and vulnerableat even if it kils them. and that would explain why trudeau is not stopping british columbia. he's also has said he's working with toronto and edmonton to w legalize fentanyl therere as well. meanwhile, at the same timee me also under the guise of publicde health, trudeau has just announced anauau indefinite extension of his country's travel ban for millions ofou canadian citizens just like in china, just like in cuba. so if you haven't taken justin t trudeau's totally ineffective yet, still mandatoryinef kovács you can't leave your own country. you also can't travelount internally by plane or train.. this is not a public health measure. as it's a show of force from a tyrant. tou but if you don't like it,gh, toh ,there's nothing you can do.e why? y because you've been disarmed. >> it will no longer be possible to buy, sell, transfer or import. tenga anywhere in canada and will require a permanent"
"1427",1427,"Tucker Carlson Tonight","January 31, 2022","","democratic operatives carriedik on tiki torches to smear glenn youngkin as a white supremacist .up again, trudeau hadad reason to think canadians hadn'to seen that and he might be able totr get away with it. trudeau has beenng honing this kind of argument for months now. last september, you may. peopler he accused who opposed mandatory vaccination getting a shottin because the government requires it of being racist. watchthat. you see these youngkin zelensky can weaponizes so swami's in seven assists for canadians . they dongood people. they don't have a lot of news'te sources. they've exposed nonstop for twoo years to this kind of propaganda. ifs k you don't believe in mandatory injection with an experimental medicinenjnj, you'e a racist. apparently some believe it at least one counterprotest protester this weekend believed one of. watch this . one of those humiliating scenesn ever caught on tapees. what did it say?"
"1428",1428,"Tucker Carlson Tonight","January 31, 2022","","i attended protests and rallies in the pastt when i agreed with the goals, when i supported the peoplele expressing their concerns and their issues. black lives matter is anconcerns excellent example of that .ralll so i'll meet with the people at a rally as long as i agree with their goals, as long as they agree with me, it's totally fine. liv like black lives matter,es you get the sense even someone is dimness.ot a justin still realizes this is not a winning argument. state he needed his friends in state media to help soo they trotted out some attack lines against the trucker's lines they borrowed directly from cnny and nbc news here in the state. so here's kansas state broadcasterte inventing a claim out of nothing that vladimir putin himself may be responsible for this trucker convoy. >> watch. you know, givenen canada's support of ukraine in this current crisis with russia, i don't know if it's far fetched to ask, but but therere is concern that russian actorssi"
"1457",1457,"Tucker Carlson Tonight","October 26, 2022","","i'm feeling much better. doctors told me i didn't suffer cognitive damage. okay. so the primary continued as planned with fetterman's name on the ballot and fetterman won. he became the democratic nominee. that was the last that most voters heard about john fetterman's stroke. for months, fetterman remained in semiseclusion. as the campaign progressed, the polls tightened, he had to venture. he had no choice. videos surfaced of fetterman speaking at rallies in what seemed a bizarre and highly disjointed way. some wondered if he'd suffered, quote, no cognitive"" damage. they rushed forward to bring science to bear on this question. in clifford chen's considered opinion as a respected medical professional, who works at a major research university, john fetterman was absolutely fine. fetterman was, quote, recovering"
"1458",1458,"Tucker Carlson Tonight","October 26, 2022","","healthcare that is about caring, not killing. >> tucker: yes. >> in fact, there's a coalition of people coming upping with a brand-new medical school in 2026 that's going to do this very clearly, very ably. if others would like to join a coalition of people who are doing this, i urge them to send me a message through my website charlescamosy.com or on twitter because we have to do something about this. >> tucker: shouldn't the american medical association weigh in and say unequivocally doctors in the united states don't get to kill children because a child is depressed. a doctor's job is to make them better, not give up on them when they're kids. >> as i wrote at length in ""losing our dignity,"" we have a different healthcare system than we had even 20-30 years ago. it is hypersecularrized, often based on cost/benefit analysis, quality adjusted life years, which is basically ableism. we had talk about ableism over"
"1465",1465,"Tucker Carlson Tonight","May 5, 2022","","the other side to the point where we just all went along with this and then kind didn't notice it was happening.ap it's absolutely ridiculous and we have to understand what the game is. they're going to call us in this case putin stooges. they're goingng to try and shoot us down and we did exactly. we don't care. we're going toar come right back at them. this is what this party ,caican the america first movement is all about. we're about putting our nation a first and doing what's rightor for our country. o o we don't'tco careuntr what the r side says to us . they say, hey, we need to t saddle up and go to war with russia. we say why?no there is and absolutely not. constitue's a constitutionallyy appointed process to follow.ee this needs to go to a war powers debate on the floor of congress. no congressman right now shouldl be authorizing one more pennyin to go to ukraine if we give them any aid whatsoever, we should be dictating to zelenskyy that he shouldct at the table with the russians trying to stopto the killing the intelligence community right now that's leaking this information that's trying toeakikito get us into this ward"
"1472",1472,"Tucker Carlson Tonight","July 25, 2022","","it turns out the entire premise by the most commonly prescribed antidepressant drug appears to be completely wrong. these drugs are known as, they are between 1991-2019 the prescriptions in the u.s. rose by 3000%. the number of prescriptions for most common hit 224 million last year. 224 million prescriptions in a country of 330 million people. in other words dozens of people for taking it. you might be taken right now. and for decades there've been strong indications that there is a problem with these drugs and the most obvious is this. antidepressants are supposed to cure depression that's why they are prescribed. in it over the same. prescriptions have risen 3000%? the suicide rate may be the most reliable indicator of all of"
"1478",1478,"Tucker Carlson Tonight","April 5, 2022","","white house. >> ok, the adults are back in the room. >> um, there is a sense i think the world over that the adults have returned. >> we have an adult in the white house now. and it's glorious. >> tucker: [chuckling] these people! never original thought among them. he's an adult. it's glorious! well, half true. biden is certainly an adult. he'll be 80 this fall. but no one in washington thinks that the biden   presidency is glorious anymore. they think it's a disaster, full show -- polls show voters strongly agree. joe biden is the most unpopular person in virtually every room he enters. if you doubt it, watch this. this was the scene at the white house today. take a careful look at this. you've never seen anything like it."
"1543",1543,"Tucker Carlson Tonight","March 15, 2022","","want to help. and they are being crushed by putin, that is true. how can we help? why don't we send more weapons in the middle of a word. doesn't sound like a bad idea. if you make that decision, you feel some obligation instead of the ramifications, like what effect this will actually happen. is it possible that doing this is well intentioned as it is, and it is, is it possible doing this would be counterproductive and hurt the people i'm hoping to help or prolong the fighting in ukraine at the expense of a vulnerable civilian population in ukraine? if i did this, could i inadvertently be doing to ukraine what the west inadvertently did to let say iraq, syria, libya and afghanistan? you wouldn't want that. you would hate to do something like that again because that would be cruel. you would want to make sure you were not doing that. but not a single person in washington, at least in public appears to be asking that question. no one is allowed to ask that"
"1597",1597,"Tucker Carlson Tonight","May 17, 2022","","his threat to authorities, who sent him to the emergency room for a psychiatric evaluation. he was there for just 20 hours, we wrote later in his diary, ""i got outed because i stuck with the story that i was getting out of class and i stupidly wrote that down. that is the reason i believe i am so able to purchase guns."" but he was lying. 's intention to commit mass murder as he later wrote, ""not a joke,"" i wrote that down because that is what i was planning to do. and he was. he was mentally ill come his classmates knew that, he made for strange face facial expressions pay last year he showed up to school for a full week wearing a hazmat suit. boots, gloves, everything, recalled another student beard police and school administrators understood perfectly well that gendron was financially dangerous. that is why they sent him to the psych ward. even his own parents must have known something is very wrong. >> jesse: anyone's diary describes how his mother helped him bury a cat he had beaten to death in a garage and then beheaded with a hatchet."
"1608",1608,"Tucker Carlson Tonight","March 3, 2022","","illiterate version. when kamala harris speaks get the feeling you're either too dumb or to smart. he settled from them a letter. what do our european allies think of this? they come to the same conclusion. less than two weeks ago as all this was brewing, on the brink, the biden ministrations at that person, kamala harris, to represent united states at the security conference in germany and while she was there she assured the world that she and joe biden had the situation completely under control. yes putin would like to invade ukraine, course he would but not on her watch, not what she was on the same continent, this continent known as europe. no way. harris exuded what novelist carla steele it was off. imagine being in line for a shoe sale on black friday, she had that look, she knew what she wanted and she knew where to find it. and here is how she expressed that result. this is a verbatim quote. ""perhaps this is a moment as life does present us with those moments that challenge us to ask"
"1634",1634,"Tucker Carlson Tonight","January 28, 2022","","their lives in defense of that sacred nation's sovereignty. and there's a president of ukraine saying we're not that concerned. so what can we infer fromif this ? well, it's simple if you're not terrified about the prospect ofs a russian invasion of ukraine, the question is whose side arevi you on ? whose side are you on ? and we know the answer to that question. you'reti on vladimir putin's side. so it looks like the president of ukraine t himself has been compromised by russian . sinformation the ukrainian president is on cable news refer to as an and that meansti the russiansn are so diabolically effective they have recruited the guyt they're preparing war against. how clever is. that ?? it would take a slavic mind to pull that off. and by the way, yes, we're calling the president of ukraine an agent of putin, but we're not judging him. in fact, we can relate. we can empathize because as you know, if you watch the media, we're agents of putin fox's chief propagandist"
"1651",1651,"Tucker Carlson Tonight","June 1, 2022","","while back about ozark. binge watched it over the long weekend and loved it. keep them coming. i have more recommendations coming up pretty soon, but we will save those for tomorrow. that is all for tonight. tucker carlson is up next, and always remember, i am watters, and this is my world. ♪ ♪ ♪ ♪ >> tucker: good evening, and welcome to ""tucker carlson tonight."" we have not brought you enough on this story that you may know about. for the past two months, 25 million people in shanghai, china, one of the biggest cities in the world have been trapped inside their homes. on the basis of what it claims is a covid risk but is clearly purely political, the chinese government has locked them in. can't get out. anyone suspected of being sick has been shipped to a squalid quarantine camp, sometimes without running water."
"1675",1675,"Tucker Carlson Tonight","March 30, 2022","","i genuinely do not believe i wrote those hateful things because they are completely alien to me. >> tucker: someone snuck onto her blog and attacked the gay people! they couldn't be her. she doesn't recognize those hateful things. for four years ago, we are wondering who could've done that and now the obvious answer is as obvious as vodka and pickled herring. it was vladimir putin! he must've hacked her blog and broke into the dsa. with that in mind, we launched a full investigation into joy and reads blog and we'll go over the results of that investigation to you tomorrow. stay tuned. so disney used to be in the business of entertaining children. now there is a something much darker going on at disney. you may want to protect your children from. we've got leaked internal video from the company explaining how they are trying to sexualize you are under age children."
"1688",1688,"Tucker Carlson Tonight","January 18, 2022","","new loans for struggling small businesses and only $7 million for mission critical infrastructure and deferred maintenance at city facilities. the things that matter. at the same time as this going on. police department of the city o austin got $11 million budget cut. what happened to the homelessness? two no one's surprise, it has grown by 10 percent and just tw years. you get what you pay for when you pay for homelessness, you get a lot more of a. see how that works? in los angeles, they have spent billions fighting homelessness, this has been a company by a massive increase and the number of people who are homeless. four years ago, the city spent $440 million or what of called solutions to homelessness that was supposed to fix the problem. homelessness in los angeles jumped 15 percent just last year . so this year, la will spend more , close to a billion dollars on the homeless in 2022. as for the small businesses,"
"1732",1732,"Tucker Carlson Tonight","July 13, 2022","","the decrease of zero point nine percent of the average workweek resulted in a four point four percent decrease in real average weekly earnings over this period, four point four percent average decrease in earnings. this is what an economic disaster looks like. americans are making less money at exactly the moment when everything they buy from gas to groceries is more expensive and not just a little more expensive, a lot more expensive. here's the big picture. the average american household income this year is about eighty seven thousand. today's inflation numbers means the average household is losing nearly eight thousand dollars a year just from inflation. and by the way, that's using the government's cooked numbers. the nine point one percent inflation number, which is derived from the intentionally deceptive consumer price index cpi. so the real number is actually higher than that rising inflation with falling wages. this is very bad. and as we said, it's also very"
"1780",1780,"Tucker Carlson Tonight","September 23, 2022","","you can't apply the constitution to him. they said that when they detained 110,000 japanese americans. this is different. this is said during mccarthyism. this is different. they said it during the vietnam war. this is different. the precedent lies around like a loaded gun, waiting to be picked up by an autocrat, waiting to e used on you and your family. >> tucker: i really appreciate it. alan dershowitz, thank you. >> tucker: when the fake duchess from los angeles and her dead husband told oprah that the royal family is racist. huh? what are you talking about? for doing that, the media said piers morgan was racism."
"1794",1794,"Tucker Carlson Tonight","May 23, 2022","","point, the tip-off, was that they didn't seem happy about it. if anything, they seemed angrier than ever. why? because they had lost faith in their own program. they controlled everything, but they had no interest in making things better. they were no longer interested at all in social improvements. social security, they bragged about that for almost 100 years. they stopped talking about it. head start, member that? improving public schools. these were all liberal enthusiasms. they tried them all and none of them worked. so they moved in the other direction. instead, try to fix the country, they decided to destroy the country to start over. if you were watching from outside, it looks like they were having a fit. they erupted into uncontrollable nihilistic rage. they swept the plates off the table, punched a hole in the drywall, through a vase on the tv, burn it down, let's start over! they called this the equity agenda. and you should have been nervous when you listened to them talk about it because every time they talked about the equity agenda,"
"1802",1802,"Tucker Carlson Tonight","October 14, 2022","","process. he did not like what emma got him at first. it was some sort of duckling thing that had a head device. he whaled. that's all for tonight, dvr the show if you can figure out how. i surely can't. tucker's up next, and always remember i'm watters and this is my world. ♪ ♪ >> tucker: good evening and welcome to tucker carlson tonight. happy friday. in your head you always imagine the revolution when it starts will start with tanks and gunfire, with chaos and soldiers in the street. you'll know when it comes. but it never does. instead, the really big changes to american life, the profound ones that affect all of us forever, those changes almost always begin quietly with gentle pleas for tolerance."
"1811",1811,"Tucker Carlson Tonight","June 3, 2022","","donald trump as president. what happened next? four months later the opposite has happened, the ruble is now at a four-year high, thanks joe biden, russia has the largest gold reserves on planet earth, in this country you can't affor gasoline. oh, so the opposite from what joe biden predicted happened. what is the expo nation from that? sorry, it was an act of god, i can't do anything about it. watch. >> where because of a war in ukraine, gas prices and food prices are extremely high. there is a lot going on right now, but the idea were going to be able to quick switch bring down the cost of gasoline is no likely in the near term nor is it in regard to food. >> there's nothing we could do. you could push to an end of the war in ukraine, which biden is"
"1825",1825,"Tucker Carlson Tonight","April 28, 2022","","to as our own economy swirls down the drain. so you reallyhe can't make any f this up. it's too grotesque. would you believe a novel this plot? gr no,ie you wouldn't. but y it's happening and that's the bad news. the good news is everyone involved in joe biden's new ministry of information is a buffoon. they may be evil, but they're also ridiculous. nina jankowitz is the most ridiculous of all. so you read about her appointment in the washington post this morning and you immediatelyht thought of the nkvd because why wouldn't you get even the nrcc even at the height of stalin's purges? never did karaoke. they were toooo dignified for that . but nina jankowitz happily us there she is keen for ring is really quite true . she qunol it takes a nice mix of putting them in congress to remain female. this information is slightly less atrocious. it's how you handle the i would lie if you little to lie if i had a little black and rudy"
"1888",1888,"Tucker Carlson Tonight","May 11, 2022","","baby formula right now, did you think that that would happen in america ever? and yet it is happening and so was the deadliest drug epidemic in our history. hundred and 70,000 of your fellow americans most of them young people, should've had young productive lives. they've died from drug overdoses the past year. this the saddest thing that's happened in our country for a very long time. and yet congress which claims to run the country can't be bothered to acknowledge it, much less do anything. instead the representatives in washington just voted to send yet another $40 billion to ukrainian all the guards who paid off the presidents son. you can add it to the approximately $14 billion they've already spent on ukraine. that brings the total average tonight some more than $50 billion. how much is that? well for perspective it is more than we spend per year on average on the war in afghanistan. a war that began with a direct"
"1939",1939,"Tucker Carlson Tonight","February 8, 2022","","more crack going forward. the administration will send at least 30 million dollars in tax money to nonprofits and localto governments so they can purchase, quote, safe smoking kits and supplies. according to hhs, these h kits will contain joe biden approvedw pipes that will allow beneficiaries of the equity agendaies to smoke crack cocaie as well as crystal meth. some sayay it's about time soros aligned ngos have long complainedined that marginalized groups in this country don'tha have adequate access to illegal narcotics or the tools to use them with this new program. joe biden will finally close the crack gap for too longli in america, equality crack pipes into the domain of rich white men like so much else. here's the president'se, for example, smoking crack in bed at the four seasons. you'll notice i a beautifullype designed custom crack pipe, its cooling bowl nestled in the high thread count egyptian cotton sheets. one hundred bidennt smokes crack.t he does it in style.n but not everyone in this country is so fortunate tryingg to toss some rock in west baltimore some timest you may"
"1942",1942,"Tucker Carlson Tonight","July 6, 2022","","we have. it's the easiest process. we are giving away two a government whose whole goal is to debase -- deface us on the world stage. by the way, that country, china also happens to be a long time business partner of the biden family. now, of functioning congress would investigate this immediately. now, having a phone call with some corrupt ukrainian politician, but no, they can't be bothered. ""january 6th is an insurrection."" sure, the white house was able to -- glass ceiling breaking publicist, yesterday. >> this reuters report -- more than 5 million barrels of oil there. exported to europe and asia last"
"1943",1943,"Tucker Carlson Tonight","October 4, 2022","","government in exchange for millions of dollars for themselves. now on many levels, that was a crime. joe biden was aware of it when it happened and joe biden profited from it directly. it was a strong charge to make but tony bob belinsky had the documents, e-mails and text messages to proved it happen. we considered it a huge story and we spent an hour on it in october 2020. two years later we still consider it a huge story. in all of that time no other major news organization in this country has bothered to follow up. the new york times never interviewed tony as part of the investigation into the biden family business deals, which is strange because he was a partner with the biden family. but neither has the washington post. neither have the other television networks. they have ignored it. the fbi, whose job it is to enforce federal law, did take a lengthy statement from tony bobulinski back in 2020 and during that conversation he outlined several felonies the biden girl s had committed."
"1946",1946,"Tucker Carlson Tonight","May 11, 2022","","have you noticed we literally have a shortage of baby formula right now. am so do you think that would happen in america ever and yet it is happening and so is the deadliest drug epidemic in our history about e one hundred and seven thousand of your fellow americans, most of them young peoplee who should have had long productive lives are instead dead. drug lordsd from over the past year. this is the saddest thing that has happened in our country in a very long time. and yet congress which claims to run the country can'tow be bothered even to acknowledge it, much less dolele you think about it. instead, your representatives in washington justat voted to send yet another 40 billion dollars to the ukrainian oligarchs who paid off the president's son . that's what happened and it's just the latest fact that congress has cut them. you can add it to the approximately fourteensp dollars billion they've alreadyn spent on ukraine that brings the total as of tonight to more than fifty four billion dollars. how much is that ? well, for perspective it is more than we spent per year on average on the war in afghanistanan, a war"
"1947",1947,"Tucker Carlson Tonight","May 11, 2022","","wait a second. wouldn't want to do everything possible to bring an end to the war in ukraine? your religious little twit how dare you quote that book? by the way, there was a time when nancy pelosi didn't want to spend billions of to secure our country's borders. she said it was wastefulri and morally wrong was. it wasn't that long ago, but it was april of 2017. see if you notice the difference. she's for spending billions on borders now. she was opposed was to it then what changed what the wall is in my view immoral, expensive, unwise. id and when the president says well i promised a wall duringin my campaign, i don't think he said he was going to pass dollars of cost border sall onto the taxpayer. oh , did you catch that border security? the united states is immoral, but is strongly for border security and ukraine and abortion, by the way, it's a sacrament as usual. democrats as ludicrous as my o senate are united onn this point. they stand as one but also"
"1948",1948,"Tucker Carlson Tonight","May 13, 2022","","and so this baby formula situation may not be intentional. maybe it's just incompetence on their partional, just , but t shows you that they just don't care. it's not t a priority for them. i mean, look, they knew you laid it out perfectly. they the fda told this company, this abbott firm that makes i formula that they had to shut down, which is good if therent was a potential contamination. we k want that . yes. but they knew that they produce 40% of our nation's formula, which by the way, again, not a very healthy arrangement there, but they knew that andha so they better have a plan. they're going to shut down the plant to either get it up and going quickly or source formula from some other place. butto they didn't do that . it just shows that they're just they just don't care about you. they just don't caree about families. they don't care about moms. they told you this past weekab what they do care about. they said the number one things. and by the way, this is both parties, the number one thing was the war in ukraine and how quickly within a week they got $ 40 billion dollars over to ukraine, 40 billion40."
"1949",1949,"Tucker Carlson Tonight","June 3, 2022","","so your first concern would be the price of diesel fuelir diesel fuel is what makes transportation possible in this country. virtually everything you buy in america arrived by diesel engine. our entire trucking fleet runsng on diesel. so doesuy every single freight locomotive in the united states. so diesel prices get too high. transportation secretary, transport stops the price ofth nearly everything becomes unaffordablein. af so inflation is directly connected to transportation and transportation requires diesel. it turns out the dieseltoat fuel prices are the key to a lot of the american economy. and you would know that your second concern if you were we transportation secretary would be domestic air travel. this is a huge country. it's far too big a country not to have reliable commercial flights from one place to another. businesses depend on the airlines and so the families for generations they've been able to depend on the airlines. america has had the most efficient air service in the"
"2003",2003,"Tucker Carlson Tonight","March 21, 2022","","russian invasion and the war. last year, he made his political opponent arrested. at the same time, space a shutdown of three of ukraine's popular television networks, channels not coincidentally had criticized him. how should we as americans assess this? first and most obviously by admitting that his authoritarianism, not democracy. second by acknowledging that actually it's pretty common around the world be even in 2022, real democracy is a rare thing anywhere. most countries are still governed by some variety of dictatorship, whatever they may call it fair that includes close american allies. the kingdom of jordan and saudi arabia come to mind, but there are others. others we preferred democracy everywhere in every country but as americans it's probably a waste of time to get too involved in the internal affairs of other countries bear their hearts have changed. what we care about them of all americans should care about is what happens here in the"
"2008",2008,"Tucker Carlson Tonight","August 12, 2022","","because they are saying they are actively calling for violence. that is not with they are seeing. they are concerned that a civil work is being declared on them because of this raid at mar-a-lago and things like the ministry of truth that they tried to impose which is a federal law enforcement agency. conservatives have real reason to be concerned. >> tulsi: back to the basics. civil liberties, freedom and the constitution and i think what is so concerning is that we have government finding ways to try to undermine those fundamental freedoms. thanks for all you do on this and appreciate your voice. it is great to see you, david. thank you. fbi raid on mar-a-lago earlier this week marks the beginning of a new and dangerous path for america. we will recap the week and explain what this all means straightahead. ♪ ♪"
"2035",2035,"Tucker Carlson Tonight","February 21, 2022","","white supremacists and other sedition-minded forces backed by foreign saboteurs -- sound familiar -- threatened the very existence of canada. the truckers were effectively an invading army. over the weekend, trudeau defeated that army. they were unarmed. he's not. trudeau cleared the truckers' strike by force, yet his emergency powers remain. today, justin trudeau explained he'll remain in full control of canada indefinitely and that's essential, he says, to keep canada safe. but the video tells a very different story. in fact, it's trudeau's crackdown on human rights that's put canadians in danger. watch trudeau's forces tell this woman she's no longer allowed to record what happens in her own city >> i just want to get a coffee, ok? >> why is the camera in my face right now? are you here for a -- right now, you're in the red zone? >> i'm scared and i want to go for a coffee down there. >> if we see you again, it'll be different."
"2036",2036,"Tucker Carlson Tonight","February 21, 2022","","rittenhouse has a major announcement we're pleased he'll make on this show next. make on the show, next."
"2050",2050,"Tucker Carlson Tonight","May 23, 2022","","he's fulfilling his role, his sponsors and advertisers want him to say i no, it's just me. over .s licht takeses we're going tode make it moderate. it's not moderate to call for prison timelim. people have criticized. the president. i appreciate your analysis. seen whitlock, great to you. thank you . thank you . so all of a sudden you're hearing a lot of talk about george , the world's most famous novel. nineteen eighty four. have you84."" read nineteen eighty four since you were in high school? youho should we couldn't help bt notice that a character from that book appears to be working on cnn right now. we'll show you next . welcome to fort benning, georgia, where every year u.s. army units and allied forces and their very best to compete in the longest running military contest in america has begun"
"2057",2057,"Tucker Carlson Tonight","April 1, 2022","","jennifer granholm is still running the energy department and here she is explaining her stock portfolio would really benefit if we decarbon i.d. fossil fuel industry. >> we want to invest in the -- to become energy independent with clean energy as the medium to long-term strategy. >> tucker: it does kind of answer one enduring mystery, why would they put someone in the secretary of energy who knows nothing about energy? has never been in the energy business, has no idea what the energy grid is, has no clue how your iphone is charged overnight, none at all. and yet she is the secretary of energy? oh, because it is an investment scam and they're all in on it. check investments right now in renewable energies since the man-made energy crisis that joe biden and his sanctions set off and you will see it is quite a robust market right now. who is benefiting from that? right, people like jennifer granholm he or she wants to force you to subsidize her"
"2062",2062,"Tucker Carlson Tonight","October 18, 2022","","adverse event. according to data from germany because we don't fund that research in the united states. in israel they took 283 people who got heart disease from the vaccine. 1 died and 2 in the icyou. if young and healthy people get this we will see harm -- my children is some schools may blindly accept this. if the cdc puts it on a routine vaccine schedule it's up to states and the parents have a right to see clinical data before we force this as a requirement for school. >> tucker: what you are saying is shocking. i appreciate your saying it. i am sure you are taking heat for it. thanks. so if you are bored, go on the"
"2091",2091,"Tucker Carlson Tonight","January 18, 2022","","and trying to recognize the vaxxed the job they have is to try to elevate that to make communities better, to make people care more , to not tear down communities by exposing them to people. they're falling out of bottom that really don't care about the other human beings and just things they can do whatever they like in our society and they are doing it more and more in every community. >> pretty composed for a man who just lost his child. he's absolutely right. focusing our attention and our money on people who contribute nothing who only detract from the project that is this country don't help their communities or anybody's community who hurt other people who live solely for themselves ,who are a danger to the rest of us. that's insane. and so that girl died and she wasn't the only one . last month in los angeles, a man carey bell murdered a 70 year old emergency room nurse. she was on her way to work."
"2110",2110,"Tucker Carlson Tonight","April 20, 2022","","rhetoric of heracles above a grateful nation, propelled aloft by gentle zephyrs of hope. oh, please. why couldn't they just tell us the truth? we saw it ourselves. it might have helped if the media had been honest before the election. mark zuckerberg might not have dropped $419 million to swing the outcome of the election. and this would be a different country. but it is too late now. we are stuck with him, so here he is. this is from a televised event this fall. you will notice among other things that biden is holding out his hands like a doll for no obvious reason. >> just in terms of inflation because you had told us at a town hall, i think it was in july, that it was just a near term inflation ""wall street journal"" recently talked to financial experts, they saw high inflation deep into 2022. >> tucker: that was from a cnn special, a full hour designed,"
"2132",2132,"Tucker Carlson Tonight","May 13, 2022","",""
"2154",2154,"Tucker Carlson Tonight","August 12, 2022","","potential conflict of interest given this specific judge to approve this warrant, given his previous political contributions and kind of political leanings ? well, just about every judge these days has some political leanings or contributions. that itself is not a problem. but this specific judge has made specific negative remarks about president trump. and i think they rise to the level of recusal. but at this point, after the judge has already issued this ex a search warrant, which is how it goes, there's really nothing that can be done to unwind that specifically. but a party who believes that a search warrant has been executed unlawfully or it is overbroad or what have you can make certain motions in the criminal system there's room for and there's some other moves that can be made to get the return of this evidence. but there are many fishy things about see, including the fact that the government apparently was given access to these documents in june and their request to the former president was to put a padlock"
"2165",2165,"Tucker Carlson Tonight","August 5, 2022","","if you're really worried about climate change, you should be worried about china and india's participation. instead we're talking about how to control american's choices and behavior. >> absolutely. look, the problem is that china can see that america is -- or the biden administration is weak, divided, and possibly compromised. so they don't have to do anything. they feel no compulsion to even show any kind of courtesy. what is the point really of joe biden having a two-hour-plus conversation with president xi as he seems to do fairly regularly. i think five times since he's been president when he's never -- he never confronts china about covid-19, for instance. and china just becomes increasingly belligerent,"
"2181",2181,"Tucker Carlson Tonight","October 27, 2022","","diesel that's running out jet fuel is up about 23% in just the last month. kerosene, which you don't live in new york city, you know perfectly well it's used to heat people's homes and keep them from dying, is now close to seven dollars a gallon. who has meets with kerosene, by the way? poor people, heat with kerosene ,and they're the ones who can't get it. seven dollars a gallon in new england, people are worried about freezing to death this winter. >> here's a local fox report. >> west hartford homeowner sharona reznik kravitz has been paying for oil to heat her home for more than thirty five years . >> this is new england. it gets cold here. we're cold. sharona is a widow living on a fixed income. she says before her husband passed away, they shared the bills. now she is having to make sacrifices. >> how are you preparing and trying to figure out what can you sacrifice at this point? um, food. >> i go to the grocery store and i'm very frugal about what i she tells me at six dollars a gallon, buying oil has become"
"2209",2209,"Tucker Carlson Tonight","August 8, 2022","","we are truly living in a situation where the fbi has become a pretorian guard from rome, where they take it unto themselves to decide who wields power in this country. >> will: steven, i can't help but notice that for all trump was accused, it seems that biden is intent on embodying. it was said donald trump would, quote, lock her up. that did not happen with hillary clinton. there was no raid of hillary clinton and her classified documents. here now under joe biden there's exactly that pursuit. there's the use of law enforcement to go after his political opponent. >> let's talk about the security state that's been after president trump for six years when he declared his candidacy, and then when he became the nominee, they began pushing the russia collusion hoax. let's not forget for years of"
"2210",2210,"Tucker Carlson Tonight","February 21, 2022","","they must put into their body. for a person with no useful skills and limited job prospects in the economy, and that describes all of them, it's been an extraordinary experience. no democratic leader in history has ever been this powerful. as powerful as you are right now. you are like a god. each morning you wake up and survey your creation and do you revel in your omnipotence. he could hardly believe how far you've come. the last thing you want is for all of it to end. but of course, it is ending. the virus that gave you these powers is in retreat. it's no longer a public health emergency. the vaccine you promised didn't work in the ways you pledge that they would. they didn't stop infection or transmission. you've done your best to hide that fact, but everybody knows it. for you, the jig is up. the ball is over. it's almost midnight, just a few hours from now you will once again be merely a scullery maid. he will be taking orders from your citizens rather than giving them. and the thought of that sends"
"2247",2247,"Tucker Carlson Tonight","March 22, 2022","","him no more insolence, serve! thankfully , in the hearings today, a few senators did ask relative questions be here is josh hawley. >> this is a child case for the defendant this routed multiple images of child porn, the federal guidelines recommend a sentence to 121 months in prison. prosecutors recommended 24 months in prison. judge jackson gave the defendant three months in prison. >> tucker: hm! that's pretty serious. why did she do that, judge jackson question mike here's the response. >> the guideline was based originally on a statutory scheme and on directives, specific directives by congress at a time in which more serious child"
"2271",2271,"Tucker Carlson Tonight","May 17, 2022","",". they think it's real.""t in twenty twenty one , the washington post's jen rubin celebrated a report that the number of white people in this country was declining. even imagine p quote this is fabulous news, she wrote. now we need to prevent minorityi white rule by not talking like that . there any more divisive thing you could write? we could give you a million more examples. we're offended by this because it's wrong and we've said so. but for saying so. m according to carl cameron on msnbc today, we should be thrown in jail once you j got to watch out because the republicans have become t the purveyors of misinformation and when our two party system is broken like that , democracy is seriously in trouble. the president acknowledged that it's time to actually start doing things and maybe taking some names people in jail,i maybe taking some names and putting people t in jail. who would those people be ? well, thanks. the senate majority leader chuck schumer of new york .r"
"2301",2301,"Tucker Carlson Tonight","August 1, 2022","","along the way? she's excited. she's going to assemble a slideshow. we're going to meet with him later and see pictures she's taken because turns out it's a west coast person. this is very much that taiwan has always been on her bucket list so many nights. she stared across san francisco bay and wondered what it's like over there in taipei. so nancy pelosi, she just told you this is a dream come true. next year she's going to disney world this year, taipei. this is lunacy. nancy pelosi clearly you just saw the tape has no understanding of what she is doing or what might happen if she does it. no one wants to say it out loud ,but the truth is she can't know because like kamala harris, she has never even been in a bar fight. she is no understanding of violence or its consequences. and there are consequences, including the potential deaths of millions of people. this is exactly the wrong time. the craziest possible time to send an eighty two year old"
