"","X","Name","Date","Source","Text"
"1947",1947,"Anderson Cooper 360","April 26, 2022","Comcast Cable","there. anina was three when the last war ended but doesn't know when this one will. hour by hour, everything changes. things are moving fast enough here that just 24 hours are going, a village just 24 kilometers in that direction was the meeting point in which people evacuated, now seems to be under fire and just see panicked locals rushing in to collect their relatives. distant treelines are packed with troops, the blue horizon sometimes marked by smoke. a rumble of rockets still here and you see the damage of what they've done before, but somewhere like this has felt, to some degree, it didn't survive the worst of the war but now in the second phase of the russian operation, the brutality of those forces is essentially coming straight their way. the flag flies still in a spot here where lennin used to stand and needs an army to hold it in"
"1954",1954,"Anderson Cooper 360","February 21, 2022","Comcast Cable","sanctions. we could do this on our own and that doesn't take the europeans. it would be good if the europeans join us but this needs to happen now. we have that exactly what we're going to do and we made it clear that the trigger was a soldier, or a tank or an airplane or mals going across that border. and that's what is happening. that's exactly what is happening. so i think the united states has to take that step. and i'm hoping the europeans will join us. >> we'll see what happens the next few hours and tomorrow morning when the white house has a chance to reassess. steve, the speech from vladimir putin, a sense of denialism, a sense of denying the actual independent history of ukraine. anilistic in many ways. and i think that putin has used this time of language before. in such a key moment with the world watching, why do you think he did it with the impact? >> well, first, let me strongly"
"1956",1956,"Anderson Cooper 360","February 21, 2022","Comcast Cable","despite the propaganda that putin uses, calling it peacekeeping. even more ominous, what he had to say in a lengthy and combative speech. his remarks began with a twisted history lesson, distorted to russia's point of view. he ended with a threat to all of ukraine. in fact, a sort of denial that ukraine even exists. >> translator: i would like to reiterate that ukraine is not our neighboring country. it is an integral part of our own history, culture, and spiritual space. ukraine from the beginning, and in its totality has been created by russia. those who have taken the power and are holding the power in ukraine. we demand, stop any of the military actions. otherwise, the responsibility will be on the governing --"
"1987",1987,"Anderson Cooper 360","February 24, 2022","Comcast Cable","little strategic military value to the russian government but one thing they noted is that it does provide a direct route to kyiv from territory that is russian controlled so if that plays into the factor of what russia is doing and and their game plan is now. >> kaitlan collins, thank you so much. senior fellow at harvard's belfort centers. also, cnn national security analyst and former cia chief of russia operations, steve hall. as russians reportedly advance on kyiv and given the biden administration's assessment, what do you expect the next 24 or 48 hours to look like? obviously, hard to tell given it's not even clear exactly what the extra teenage ing objectives are. >> given the indicators are pushing the putin plan to place the government in kyiv, we are not seeing what is happenening behind the scenes in the gray of intelligence and i can assure you right now russian intelligence -- meaning, mainly"
"1995",1995,"Anderson Cooper 360","April 15, 2022","Comcast Cable",">> we got her out! >> yeah. >> reporter: lydia greets cameraman scottie mcwindy. it is our old friend, she says. i'm so glad to see you again. after we left lydia thursday, there was an outpouring from people who wanted to help. we managed to connect volunteers to a care home in the relative safety of dnipro. leaving lydia alone in her apartment was incredibly tough. to see her safe is a huge relief. today i will finally feel calm, she says. this is so important. thank you."
"2028",2028,"Anderson Cooper 360","October 7, 2022","Comcast Cable","people with weakened immune systems may have a lower vaccine response. this flu season, you do have a choice. choose the protection of a sanofi flu vaccine. ask your pharmacist or doctor which sanofi flu vaccine is right for you. u won't take a time-out. one dose of ubrelvy quickly stops migraine in its tracks within 2 hours. do not take with strong cyp3a4 inhibitors. most common side effects were nausea and tiredness. ask about ubrelvy, the anytime, anywhere migraine medicine. before & bath fitter. now's the time to call bath fitter to get a beautiful ""after."" with our unique tub over tub process, there's no mess or stress. bath fitter. it just fits. visit bathfitter.com to book your free consultation. ♪ ♪"
"2039",2039,"Anderson Cooper 360","April 18, 2022","Comcast Cable",">> reporter: now, what was especially jarring was the kindness and the generosity they experienced in russia. the country responsible for bombing their homes and uprooting their lives. evgeni said he was so struck by the kindness, he went to church to pray for the people that helped me them. they say this is proof there are good people in every country, including russia.   ""ac 360"" starts now.   good evening. two breaking news stories we're closely following. in ukraine president zelenskyy says a major new russian offensive has begun in the east of the country. we'll have multiple reports from ukraine tonight of what will likely be a new and bloody phase of the invasion. now, the other breaking story is here in the united states. a federal judge has struck down the federal mask mandate for air and other travel, calling it unlawful. according to an administration official, that means the cdc's"
"2040",2040,"Anderson Cooper 360","April 18, 2022","Comcast Cable","in a new facility. tomorrow those men and women of that -- will be cooking. the ukrainian people are fighters. they -- we're here for our people and we'll keep fighting this war in the only way we know, which is feeding people. we are food fighters. >> it's amazing that they are going back to continue the work. did you ever think -- look, you worked all over the world and you worked in ukraine now for a while since the beginning of this thing. did you ever think something like this could happen? that a restaurant you partner with would be hit? >> i mean, understanding the moment we came to ukraine, we knew that something like this could happen. i mean, we need to understand one thing. we have more than 400 restaurant partners all across the ukrainian operation. many of them are inside ukraine. we are in more than 80 cities. we are delivering food in more"
"2105",2105,"Anderson Cooper 360","May 11, 2022","Comcast Cable","liberated a number of towns near kharkiv. the region where they reported the civilian killed has seen several explosions. the cause is missiles and bombs. ukraine has not confirmed nor denied responsibility for the blast. another major development is finland joining nato possibly. they agreed to assist each other militarily should either country face attack. finland shares an 800 mile border with russia. finland's president will contact vladimir putin if that should happen. >> if that will be the case, what my response would be that you caused this. vladimir putin's profile. critics made a daring escape from russia. she'll tell us how she managed"
"2122",2122,"Anderson Cooper 360","March 1, 2022","English","intervene with our freedom, and believe you me. >> zelenskyy went on to talk about the lives lost, children killed by putin's air strikes. and when he finished, a standing ovation. as so many around this world we live in are so deeply moved by what is unfolding in ukraine. our special coverage of president biden's state of the union address begins now with anderson cooper and jake tapper.   this is cnn breaking news. >> these are live pictures from the ukrainian capital where new explosions were heard tonight. the city bracing for an all-out assault by russian forces. vladimir putin's brutal war is intensifying at this hour as president biden is about to deliver his first state of the union address. i'm anderson cooper coming to you tonight from lviv in western ukraine for this special edition of ""ac 360."" there is grave concern across this country and in the region"
"2142",2142,"Anderson Cooper 360","February 28, 2022","Comcast Cable","though ukrainian president zelenskyy sounded pessimistic before the talks began. >> translator: i don't really believe in the result of this meeting, but let them try so then later on no citizen of ukraine would have any doubt that i, the president, did not try to stop the war when i had a chance. >> reporter: today the u.s. made a different kind of move on the diplomatic front, expelling 12 russian diplomats prosecute u.n., accusing them of espionage activities but noting this process has been going on for several months. cnn reached out to the state department for comment. military aid is still pouring into ukraine. the biden administration approving another $350 million of security assistance over the weekend, and even sweden, a non-nato member announced they would be sending 5,000 anti-tank weapons, 5,000 helmets, 5,000 body shields and 135,000 field rations. >> we're going to continue to provide security assistance to"
"2170",2170,"Anderson Cooper 360","May 23, 2022","Comcast Cable","confirmed cases, others under investigation. here in the u.s., new cases investigated in florida, utah and new york come just days after the virus first confirmed in massachusetts, telling news that cases are going to rise in the coming days. ac 360 starts now.   good evening, we begin tonight with the facts, sometimes politicians even within the statement party cannot stand one another, probably more common than you imagine but because most do such a good job of keeping personals quiet, we never see it on display, never in the way we see today, a former president broke out with former vice-president and lashed out at him in a way that is without modern precedent, ahead of georgia's republican primary, governor who"
"2180",2180,"Anderson Cooper 360","February 8, 2022","Comcast Cable","it senses your movements and automatically adjusts to relieve pressure points. and it's temperature balancing so you both sleep just right. and now, save 50% on the sleep number 360 limited edition smart bed. plus, 0% interest for 24 months. only for a limited time."
"2192",2192,"Anderson Cooper 360","July 25, 2022","Comcast Cable","runs, that that won't have an impact on whether or not he, mike pence, decides to run. having said that, you just saw what harry laid out very clearly when it comes to where the republican party is and more specifically where the former president is and how his approval ratings continue to go down, especially since what we have seen with the january 6 hearings. it's -- what i am told is that when you look at even some internal numbers for the former president, the thing that is most striking is that women in particular have fled, that he is doing -- donald trump is doing so poorly with women and that that has contributed to the unfavorable rating that you're seeing clicking up that harry just talked about. how that will be determinative not just if mike pence runs, but more importantly if donald trump"
"2193",2193,"Anderson Cooper 360","October 7, 2022","Comcast Cable","least a little of both. first shimon revealed that the school district police department had hired a former state trooper under investigation for corrections during the massacre. i should say lack of actions during the massacre. and shimon unveiled this video of her outside the school on th day of the massacre, talking to other officers. listen. >> an officer asked if her children attend robb elementary and lozano's response: >> yeah, my son is in daycare. he's not old enough. no, is my son had been in there i would not have been outside, promise you that. she said if her son had been inside the school, local i woul not have been outside him i promise you that."" so last night we learned that that officer has been fired by th e school district to be fired the day after shimon try to get answers about why she been hire in the first place, given she was under investigation by the"
"2194",2194,"Anderson Cooper 360","October 7, 2022","Comcast Cable","capitals, and reasonably even some others, all trying to persuade houghton that this would again be a colossal mistake on top of what is already a disastrous mistake fo russia. the plan also set records this report that is the first time since the cuban missile crisis that had been director of the use of a weapon. how does the threat and the situation compared to the 16 years ago? >> well, i think there is a lot of debate about thatat, anderso whether this is true as close t it. that was a nuclear armageddon i the making. and lots and lots of discussion by the so-called wisdom armageddon about that particula episode, endless stories on it, particularly influential unless by graham allison and hundred and so forth. i don't know that you can equat this to that. but that doesn't matter. this is a very serious moment. is a very dangerous moment. and it is one of the"
"2195",2195,"Anderson Cooper 360","October 11, 2022","","good evening. tonight, the justice department's message to the supreme court, stay out of mar-a-lago documents case. ever since the fbi got a warrant, they've conducted a -- search, finding boxes of documents, including highly classified ones that did not"
"2235",2235,"Anderson Cooper 360","February 15, 2022","English","verify but to just see. it doesn't take verification. both satellite imagery and high flying aircraft would be able to pinpoint the movement and where these forces are going. and certainly, that intelligence feed has made its way to the president after the various members of putin's cabinet said this morning that they were going to start pulling back. they're not pulling back based on intelligence. they may be repositioning, but are they repositioning from their motor pools to attack positions? are they repositioning to where they should be, if they're pulling back, and that's from motor pools to rail heads, to travel back into russia? that latter is not happening. they're still in the area and preparing the potential for attack. >> this is a knowable thing and i imagine the next 24 hours will be crucial to determining the posture there. how about president biden's new numbers, saying 150,000 russian troops are now encircling"
"2239",2239,"Anderson Cooper 360","March 4, 2022","Comcast Cable","have completely different standards when it comes to respect for human life. that should come as no surprise to anyone who has seen russia operate in places like aleppo and syria, according to the office and high commissioner for human rights it is recorded at least 331 recorded civilian mortalities so far with 700 wounded, throse mortalities caused by the tactics this senior intelligence official is warning about. then again, as we saw last night, the war continues. these forces risk poisoning a chunk of the continent by assaulting europe's largest nuclear power station in southern ukraine. tonight, video and sound from inside the plant as it came under fire and someone got on the p.a. system to plead for the shooting to stop. >> he's saying stop shooting immediately, you threaten the security of the whole world."
"2240",2240,"Anderson Cooper 360","April 14, 2022","Comcast Cable","artists rendering of the scene on instagram, changed to blue in honor of the ukrainian flag. olivia told ""outfront"" she sees it as a symbol of hope. >> i believe there is hope for the future, for ukraine, and that is why the girl in the blue dress became a symbol of hope for me. we must stand with ukraine, with ukraine's people and remember about second world war, what was happening. we can not let this happen again. >> growing up to do great things, thanks so much for joining us, ""ac 360"" starts now.   eastern ukraine braces for impact as russia's new offensive gears up and ukrainians celebrate as the flagship of russia black sea fleet goes"
"2241",2241,"Anderson Cooper 360","April 14, 2022","Comcast Cable","go with an open heart, and you will find inspiration anew. viking. exploring the world in comfort."
"2263",2263,"Anderson Cooper 360","June 15, 2022","Comcast Cable","[ music stops ] [ beeping ] cars built with safety in mind, even for those guys. the volkswagen atlas with standard front assist. ♪ ♪"
"2265",2265,"Anderson Cooper 360","September 27, 2022","Comcast Cable","often do, and that they were waiting to turn the power back on to make sure there aren't any fires or people that get electrocuted by downed power lines. of course, the electrical system had problems for months here. that's led to rare protests, people taking to the streets, because they're so angry over these frequent blackouts. so from havana west, this island is without power. and we are hearing more reports of cities and towns without power. so why is the power down so many hours after the storm passed through here and how long will it take the government to put it back on? certainly western cuba, very hard hit. hundreds of people, thousands have lost their roofs, have had trees down in front of their houses. people just beginning to return to their towns to see the destruction there. and it will be a process of days, if not weeks to begin the"
"2302",2302,"Anderson Cooper 360","October 7, 2022","Comcast Cable","♪ our dell technologies advisors provide you with the tools and expertise you need to do incredible things. because we believe there's an innovator in all of us. new astepro allergy. now available without a prescription. astepro is the first and only 24-hour steroid free spray. while other allergy sprays take hours astepro starts working in 30 minutes. so you can... astepro and go."
"2321",2321,"Anderson Cooper 360","April 12, 2022","Comcast Cable","they run the same risks. >> thank you so much for coming on and speaking out for your husband, when in this moment he cannot do it for himself. i really appreciate it. >> thank you very much for having me here. >> thank you. >> and thank you all so much for being with us tonight. i'm kate bolduan. ""ac 360"" starts now. >> police in new york tonight now have a person of interest. their words, in the subway mass shooting this morning that might have easily become a massacre. 33 shots fired, 10 people wounded, amazingly and thankfully, no one killed. john berman here in for anderson, and take a look at this. these are the photos the nypd released of frank james, the person of interest. he's 62 years old, he has addresses in wisconsin and philadelphia, and we should stress, police are not calling him a suspect. they say he rented a van, found"
"2345",2345,"Anderson Cooper 360","March 25, 2022","Comcast Cable","trying to decide whether it's worth questioning the supreme court justice's wife. a pretty amazing moment we're in where this is even under consideration, but there are 29, 28 more text messages where the one i just shared came from. thank you so much for joining us, you can watch ""outfront"" anytime on cnn go, ac 360 starts now.   good evening, there are potential signs tonight of what could be a change in russian after aims in ukraine, even as the definite signs of trouble for russian forces on the ground are piling up. remember, a day ago, russia's foreign ministry said the war was going according to plan, well today a top russian general shifted focus away from that plan which, by the way was vladimir putin's stated plan toward more limited goals. the question now, is he moving the goal post? we'll ask our correspondents and military analysts in the two hours ahead. first, though, new video from inside the theater in mariupol that russian forces hit, the"
"2346",2346,"Anderson Cooper 360","March 25, 2022","Comcast Cable","peace, like in famous orwell novel, it's something we've been witnessing for the last some 30 years, and, you know, definitely as strong as to date, witnessing it since 2014 and it just hurts me to see that president putin, his regime, his power is agonizing, hurting so many people including my friend who was just murdered in kyiv. >> i want to ask you about her, because you mentioned her oxanna bolina was her name, killed in a shelling incident while working in kyiv, i want to show our viewers, tweet yesterday said 2017, alalexei nava all, ny still has freedom, those who laugh, love, those who fight and know to never be scared."
"2354",2354,"Anderson Cooper 360","January 14, 2022","Comcast Cable","a bloody -- a massively bloody revolution against them. that's what's going to have to happen. we asked about all that. his supporters say that's simply overblown, that it was just rhetoric. but his ex-wife spoke -- stewart rhodes' ex-wife spoke with cnn today and she described him as a sociopath -- someone who is a dangerous man. very much, interested in creating a mythology of being a great leader around himself. anderson. >> interesting. ed lavandera, appreciate it. more now on who the defendant is, how his group came to be, and what more mr. rhodes, himself, openly said he had in mind for washington. cnn's drew griffin as that. >> oath keeper, leader, and founderings stuart rhodes spent nearly a year publicly denying he had anything to do with the violence on january 6th. >> there were no plans by the leadership -- us -- to enter the capitol. no instructions by us to do so. we didn't even know that any of our guys had done it, until afterwards. >> reporter: but this indictment"
"2359",2359,"Anderson Cooper 360","September 30, 2022","Comcast Cable","seeing that. kevin, if you can hear me, thank you for joining us. i am glad you are safe. i'm so glad that you're safe. >> thank you. >> tell us what happened when the storm hit. what did you do? >> well, you know, they were forecasting it. they were warning everybody this could be, you know, the worst storm ever, and it was supposed to go toward tampa, then they talked about the storm surge being 18 feet, you know, and i think a lot of people got caught off-guard because storm surge -- well, first of all we didn't even get the eye. we got the worst end of it, and it just came on. and the storm surge kept coming, and it got up to 25 feet high. i saw it all happen. houses are floating in the back bay. people are on their roofs. there's a lot of lives lost here. this island, i couldn't even find my street where i live."
"2412",2412,"Anderson Cooper 360","May 4, 2022","Comcast Cable","children, but i could not imagine going through that again. after discussions with my partner, who was completely supportive of whatever choice i made, i decided to have an abortion. for me, terminating my pregnancy was not an easy choice. the most difficult i've made in my life. but it was my choice. and that is what must be preserved for every pregnant person. >> just before air tonight, i spoke with congresswoman jayapal about the supreme court's decision as well as her own decision to share her story. congresswoman, thanks so much for joining us. i know this is obviously deeply personal for you. i'm wondering how your own experience shaped your view of abortion rights being in jeopardy right now? >> well, anderson, i have always been a supporter of abortion rights. but when i had to go through the experience itself it gave me a whole different perspective on the nuances and the complexities of making a decision like this and also the incredible importance of having it be for nobody to make except the"
"2413",2413,"Anderson Cooper 360","May 4, 2022","Comcast Cable","particularly in the senate, as radical because this is a policy that is removing a law that's been on the books for 50 years, and say, if you vote for this candidate, you are voting for radical policy. and here are the implications of that policy. so, you have to do both. you have to say, this is how we help you as voters but also this is how the republican party is going down a radical path that you may not be able to come back from for decades. and he says that's the way to kind of move on it. but you can't just do it here and there. you have to do it right in candidates' faces. >> gloria borger, david axelrod. go ahead, david. >> i think one of the things people are sensing right now, there's a sense of chaos out there right now. there's a sense that things are disorderly. >> right. >> this is a very, very upheaval -- this is a big upheaval right now. and i think connecting the"
"2417",2417,"Anderson Cooper 360","January 19, 2022","Comcast Cable","tonight, a president on the defensive tries to regain the initiative and a former president's battle to keep his white house documents away from the january 6th committee ends in defeat at the supreme court. that is in addition to the current president's voting legislation on the line but expected to fail just moments from now in the senate which is taking it up as we speak. so there is a lot of things at play right now and the president went into his part of it with his job approval number 13 points under water. more people disapproving by 13 points, 54% to 41% approving his -- his -- the job that he is doing. and cnn's latest poll of polls, it is a low outmatched in modern times only by the former president. the figure reflects his -- his decisions on covid, shortages, inflation, and more broadly speaking, it speaks to a question president biden was asked this evening when he spoke to reporters in the east room -- does he now, after a year on the job, think he overpromised on what he could accomplish when taking office? >> the fact of the matter is that we're in a situation where"
"2423",2423,"Anderson Cooper 360","March 3, 2022","Comcast Cable","serious this may be? >> well, good question. i wish i had a good answer. i would say that there's so many uncertaintied uncertainties surrounding it but if i were doing my check list, first, where is the fire? and secondly, who is in control of the powerplant? it was reported that russians had taken control because of the concern about these risks, what it is they're fighting that gave rise to the fire or, you know, how did this come about? and then thirdly, what about the people who are trying to manage, put out the fire, given particularly the difficulties at night and with the uncertainty around it. and if there's fighting going on around chernobyl, around the facility, which i can't tell from the information available then obviously having firefighters trying to fput outa"
"2425",2425,"Anderson Cooper 360","March 22, 2022","Comcast Cable","city. you're going to hear one of the soldiers who managed to get off three rpg rounds in quick succession shout allah akbar. the one who published this are chickeneck chechen fighters. cnn cannot emindependently confm this. with that in mind, here's the video. [ gunfire ]"
"2444",2444,"Anderson Cooper 360","March 15, 2022","English","moments of blinding grief. >> pieces left to wonder alone. >> that woman, her husband lying there still in a pool of blood. were you surprised what the ukrainians told you that the russian soldiers had said to them about being shot? if they go backwards, they go forward, but they don't really know what they're doing? >> some of it we have to say with a degree of skepticism the things we're told by one side about the other. and bear in mind the geneva convention about war. but it is interesting because it"
"2456",2456,"Anderson Cooper 360","July 25, 2022","Comcast Cable","a lot happening across the january 6 landscape includes tonight -- former vice president mike pence's general counsel greg jacob testified last week before federal grand jury. jacobin former pence chief of staff -- to highest ranking officials in the former ministration will have no known to have talked. one more piece in the larger picture dominated by the fact that more than 70 million viewers what should have been billed as this january 6 committee season finale, an interest have been high throughout. the question now is whether any of it has changed any minds, and more specifically, weather could change any votes in the midterms this fall in 2024. there is some answers. our one and only harry anton joins me. are you seeing any change in the former president now that the hearings concluded? >> one of the things i've learned covering president trump, and his electoral history, is the more he's in the news, the worse it is for him. take a look at his net favor"
"2462",2462,"Anderson Cooper 360","April 27, 2022","Comcast Cable","shrapnel could hurt us. we try to hide there, in the bomb shelter. two months of war has driven these people underground and there's no end in sight. the fears, alexander confesses, he tries to keep inside, but it crepes out. >> there's one more delivery that the police have got to o oe but every time we try to get out the front door of this building there's another impact. there's another one now. they're saying that the hospital, which is nearby, is under heavy shelling. we were planning to go there. we can't get through nor, indeed, at the moment can we even get out of this bunker. the hospital was hit. images done posted online by the local administration. they said one civilian killed, others injured and several"
"2492",2492,"Anderson Cooper 360","February 16, 2022","Comcast Cable","attacks, whether it be misinformation that are having an effect. and so they resent, i think it would be fair to say, this kind of exclusive focus on this idea of a full-scale invasion because they see so many different permutations of russian aggression they're dealing with on a daily basis. interesting to see while some of that intelligence lines up exactly with the u.s., how they're interpreting it appears to be quite different, john. >> indeed. jil, to you in moskow. secretary blinken today said that vladimir putin, quote, could pull the trigger but underscored the use continues to pursue diplomacy. he said the ball is in russia's court. what's the latest from the cellcell kremlin at this hour, and how's it being framed in russian media there? >> reporter: you know, i think there's a bit of deliberate confusion which sometimes can work in president putin's favor."
"2497",2497,"Anderson Cooper 360","February 16, 2022","Comcast Cable","cnn's cnn cla race a ward. kaitlan, the administration warns there is no sign of deescalation from moscow, with forces moving into fighting positions. what more can i tell us about these new troop numbers and this new bridge construction? >> well, john, yesterday, officials including president biden himself were skeptical of the russian claims that they were partially drawing down some of those troops they have amassed on ukraine's border. and now, today, they are outright saying it's not true. and not only are they not drawing down troops, they are adding troops by the thousands, putting that number -- about 7,000 above the 150,000 figure that president biden cited yesterday, which was already an increase in what u.s. officials had been saying. and so, they said they are adding these to the -- to the ukrainian border in recent days -- as recently as today, they saw some of these troops moving and so on those russian' claims, they are saying every indication we now have is that they mean to only publicly offer to talk, and make claims about deescalation, while privately, mobilizing for war. and john, it's not just that these numbers that we are seeing"
"2498",2498,"Anderson Cooper 360","February 16, 2022","Comcast Cable","what more can you tell us about that? >> so this is interesting, john, because essentially, ukrainian intelligence was, you know, roughly on the same page with the u.s., in terms of the number of troops at the time when cnn had access to reading this. this morning, it was 148,000 was the ukrainian estimate. this is before the -- the 7,000 that the u.s. has now said they believe are also present on that border. but their understanding of what those 148,000 troops would be capable of doing seems to dramatically differ from what the u.s. is saying. essentially, ukrainian intelligence sources, saying they do not believe that this would be enough for a large-scale invasion. now, it's important for our viewers to understand, john, that this has to be taken in the broader context of a general rift that we have really seen between the u.s. and ukraine. whereby, ukraine really wants to roll back the dialogue or rhetoric around this idea of a full-scale invasion. simply put, because it is having a destabilizing effect on the"
"2500",2500,"Anderson Cooper 360","January 27, 2022","Comcast Cable","there's plenty of people both on the left and the right who just don't believe the u.s. should be involved in these kind of, you know, on the international stage in this way if it's not perhaps directly affecting the united states. >> you're exactly right. and that schism within each party, particularly with the republican party, isn't new, but it has been much more profound since former president trump was the head of the party because that's what he ran on. he ran on america first. he ran on protectionism. he ran on -- against the last before him republican president, george w. bush, and the iraq war and sending u.s. troops into battle and into arenas all over the world. what is very different is the kind of thing that you just showed, that people like tucker carlson and what used to be the fringe of the gop in the house in particular used to say, which"
"2516",2516,"Anderson Cooper 360","August 24, 2022","Comcast Cable","reporting that a russian strike on a train station in eastern ukraine had taken at least 16 civilian lives. the death toll now stands at 22. but if the last six months have shown anything, it's that targeting civilians is not merely a regrettable accident of russia's war. it appears to be central to it. the video you're about to see is from early march. it was taken during the evacuation of irpin outside kyiv. a family, a mom, her two children and a friend helping them flee killed in a mortar attack. [ speaking non-english ] >> shit!"
"2517",2517,"Anderson Cooper 360","August 24, 2022","Comcast Cable","district have preferred a gunfight with officers in the hallway to break out again? it said that arredondo did everything right, that arredondo did everything that he was supposed to do to try and save the children inside that classroom, the children inside that school. and then, anderson, he talks about how he does not feel safe, how arredondo does not feel safe to come and face the school board, to defend himself. so that is why he had to write this 17-page statement saying that he's received death threats and that he can't carry his gun, and therefore there's no way for him to feel safe, and that is why he can't come to the school board and defend himself. so this was a letter that essentially he wrote defending himself, saying that he did nothing wrong, and basically saying that he wanted his job back. >> wow. >> reporter: it sort of lacks compassion. >> the answer to that attorney's question in that document is, yeah, that's exactly what he"
"2522",2522,"Anderson Cooper 360","September 15, 2022","Comcast Cable","and they also plan to move to other cities. in some respects, migrants are getting a ride here from these republican governors, and others are confused about where they are. the bottom line here, john, is that it is catching cities off-guard, and it does not allow them to prepare, and the lack of coordination is what officials are really criticizing here. >> priscilla alvarez for us in miami. we were in texas and on martha's vineyard as well. perspective now from former democratic congressman charlie crist who is not running against rhonda scent is florida governor. chris previously served for governor as florida as a republican. we also requested that governor desantis join us, and we never heard back. congressman, let me ask you, what is your reaction to all this, the migrants being flown apparently from texas to martha's vineyard? >> john, it's astounding to me. this is so cruel and so unnecessary, so uncalled for and so brazen. it shocks the conscience of any fair minded human being, that the governor"
"2554",2554,"Anderson Cooper 360","January 25, 2022","Comcast Cable","spoke with ukraine's foreign minister. what did he have to say? >> well, anderson, it's no secret that there has been some daylight between the u.s. and ukraine in terms of primarily really the messaging around the handling of this crisis. the foreign minister was very open about the fact he was annoyed at the u.s.'s decision to withdraw families of embassy personnel here. he felt that that was premature, that it was unnecessary, and there's a widespread concern that it contributes to a sense of panic. but for the most part, he really wanted to give the impression that the u.s. and ukraine are working in lockstep, and he was particularly pleased to hear the news that of those up to 8,500 u.s. troops who are on heightened alert and could potentially be deployed if need be, take a listen to what he said about that. >> i think it's a message to putin that, listen, whatever you're trying to achieve, you get the opposite. if you want us to withdraw from central europe, to withdraw nato"
"2555",2555,"Anderson Cooper 360","January 25, 2022","Comcast Cable","hey lily, i need a new wireless plan for my business, but all my employees need something different. oh, we can help with that. okay, imagine this. your mover, rob, he's on the scene and needs a plan with a mobile hotspot. we cut to downtown, your sales rep lisa has to send some files, like asap! so basically i can pick the right plan for each employee. yeah i should've just led with that. with at&t business. you can pick the best plan for each employee and get the best deals on every smart phone. ah, i can't. ah, my toes! ah, how much further? turns out, it is hard walking a mile in someone else's shoes. and it turns out the general is a quality insurance company that's been saving people money for nearly 60 years. i can't, i gotta go, ah let's trade back."
"2558",2558,"Anderson Cooper 360","October 11, 2022","Comcast Cable","good evening. tonight the justice department's message to the supreme court, stay out of mar-a-lago documents case. ever since the fbi got a warrant and conducted a court-approved search, finding boxes of documents, including highly classified ones that did not belong to him, the former president has been trying to slow or stop the wheels of justice from turning. which is his right, each about if it means taking it all the way to the supreme court, which he has. today was the deadline for the department of justice to make its case to the supreme court. we'll have details on their filing in a moment. but first, the former president has now also been making new false statements about other former presidents keeping classified documents. he previously claimed former president obama kept millions of documents for himself. now it's obama and bill clinton and george h.w. bush. >> george h.w. bush took millions and millions of document. to form a bowling alley feesed together what was then an old and broken chinese restaurant."
"2560",2560,"Anderson Cooper 360","February 15, 2022","English","you are not our enemy. and i do not believe you want a bloody, destructive war against ukraine, a country and a people with whom you share such deep ties of family, history, and culture. 77 years ago, our people fought and sacrificed side by side to end the worst war in history. world war ii was a war of necessity. but if russia attacks ukraine, it would be a war of choice, a war without cause or reason. >> the president there doing what every cold war president once did routinely and ronald reagan once did so well, trying to go around the man at the top and here trying to appeal for whatever it may be worth to putin's superpower pretensions while reminding him of the responsibilities that come with it. >> two paths are still open. for the sake of historic responsibility, russia and the united states share for global"
"2567",2567,"Anderson Cooper 360","June 15, 2022","","coolsculpting targets, freezes and eliminates treated fat for good. no needles, no incisions. discuss coolsculpting with your provider. some common side effects include temporary numbness, discomfort and swelling. you've come this far... coolsculpting takes you further. visit coolsculpting.com moderate to severe eczema still disrupts my skin. despite treatment it disrupts my skin with itch. it disrupts my skin with rash. but now, i can disrupt eczema with rinvoq. rinvoq is not a steroid, topical, or injection. it's one pill, once a day, that's effective without topical steroids. many taking rinvoq saw clear or almost-clear skin while some saw up to 100% clear skin. plus, they felt fast itch relief some as early as 1 week. that's rinvoq relief. rinvoq can lower your ability to fight infections, including tb. serious infections and blood clots, some fatal, cancers including lymphoma and skin cancer, death, heart attack, stroke, and tears in the stomach or intestines occurred. people 50 and older with at least one heart disease"
"2603",2603,"Anderson Cooper 360","October 10, 2022","Comcast Cable","and people who are driving to work, who were driving to school, taking their kids to school who had taken their kids to the dentist, which i planned to do but i had to drive a little bit later, thank god we were not riding at this time in this place. >> that was alana shortly after the attack. we spoke before air time tonight. alana, thank you so much for joining us. i'm so glad you and your family are safe. i know you're joining us from the basement of a building. can you talk about what's going on? what you've been seeing and hearing and where you are? >> well, i woke up in the morning. they said good morning and explosions followed. we heard them clearly even though they were in and out of the neighborhood. i was about to take my kids to"
"2641",2641,"Anderson Cooper 360","February 18, 2022","Comcast Cable","attacking that region. and then, also, we had president putin today -- he met with president lukashenko of belarus. remember, belarus, of course, is where all of these major military exercises have been held. and president putin said essentially there is an easy way to solve this. and he said all they have to do -- all kyiv has to do come to the table, and talk with those leaders of the donbas region. but the ukraine so far has said they are not going to do that. and then, finally, john, just one other, perhaps, visual that we will see on saturday. these are the strategic military exercises that will have missiles and be probably quite impressive. they will be held to -- on saturday. president putin will be there. and this is not to say that they are going to use nuclear missiles at all. i think president biden referred to that. but it's a symbol that they are -- they can change the"
